Input_Voltage,Output_Code,Residue,DAC_Voltage
-6.300000000000000044e-01,0.000000000000000000e+00,9.603841536614613483e-01,-1.000000000000000000e+00
-6.280000000000000027e-01,0.000000000000000000e+00,9.763905562224848289e-01,-1.000000000000000000e+00
-6.260000000000000009e-01,0.000000000000000000e+00,9.923969587835093087e-01,-1.000000000000000000e+00
-6.239999999999999991e-01,1.000000000000000000e+00,-9.923969587835108630e-01,-6.666666666666666297e-01
-6.219999999999999973e-01,1.000000000000000000e+00,-9.763905562224863832e-01,-6.666666666666666297e-01
-6.199999999999999956e-01,1.000000000000000000e+00,-9.603841536614617924e-01,-6.666666666666666297e-01
-6.179999999999999938e-01,1.000000000000000000e+00,-9.443777511004374237e-01,-6.666666666666666297e-01
-6.159999999999999920e-01,1.000000000000000000e+00,-9.283713485394128329e-01,-6.666666666666666297e-01
-6.139999999999999902e-01,1.000000000000000000e+00,-9.123649459783884641e-01,-6.666666666666666297e-01
-6.119999999999999885e-01,1.000000000000000000e+00,-8.963585434173648725e-01,-6.666666666666666297e-01
-6.099999999999999867e-01,1.000000000000000000e+00,-8.803521408563405037e-01,-6.666666666666666297e-01
-6.079999999999999849e-01,1.000000000000000000e+00,-8.643457382953159129e-01,-6.666666666666666297e-01
-6.059999999999999831e-01,1.000000000000000000e+00,-8.483393357342914332e-01,-6.666666666666666297e-01
-6.039999999999999813e-01,1.000000000000000000e+00,-8.323329331732669534e-01,-6.666666666666666297e-01
-6.019999999999999796e-01,1.000000000000000000e+00,-8.163265306122424736e-01,-6.666666666666666297e-01
-5.999999999999999778e-01,1.000000000000000000e+00,-8.003201280512179938e-01,-6.666666666666666297e-01
-5.979999999999999760e-01,1.000000000000000000e+00,-7.843137254901934030e-01,-6.666666666666666297e-01
-5.959999999999999742e-01,1.000000000000000000e+00,-7.683073229291690343e-01,-6.666666666666666297e-01
-5.939999999999999725e-01,1.000000000000000000e+00,-7.523009203681454427e-01,-6.666666666666666297e-01
-5.919999999999999707e-01,1.000000000000000000e+00,-7.362945178071210739e-01,-6.666666666666666297e-01
-5.899999999999999689e-01,1.000000000000000000e+00,-7.202881152460964831e-01,-6.666666666666666297e-01
-5.879999999999999671e-01,1.000000000000000000e+00,-7.042817126850720033e-01,-6.666666666666666297e-01
-5.859999999999999654e-01,1.000000000000000000e+00,-6.882753101240475235e-01,-6.666666666666666297e-01
-5.839999999999999636e-01,1.000000000000000000e+00,-6.722689075630230437e-01,-6.666666666666666297e-01
-5.820000000000000728e-01,1.000000000000000000e+00,-6.562625050019995632e-01,-6.666666666666666297e-01
-5.800000000000000711e-01,1.000000000000000000e+00,-6.402561024409750834e-01,-6.666666666666666297e-01
-5.780000000000000693e-01,1.000000000000000000e+00,-6.242496998799506036e-01,-6.666666666666666297e-01
-5.760000000000000675e-01,1.000000000000000000e+00,-6.082432973189271230e-01,-6.666666666666666297e-01
-5.740000000000000657e-01,1.000000000000000000e+00,-5.922368947579026432e-01,-6.666666666666666297e-01
-5.720000000000000639e-01,1.000000000000000000e+00,-5.762304921968781635e-01,-6.666666666666666297e-01
-5.700000000000000622e-01,1.000000000000000000e+00,-5.602240896358535727e-01,-6.666666666666666297e-01
-5.680000000000000604e-01,1.000000000000000000e+00,-5.442176870748292039e-01,-6.666666666666666297e-01
-5.660000000000000586e-01,1.000000000000000000e+00,-5.282112845138046131e-01,-6.666666666666666297e-01
-5.640000000000000568e-01,1.000000000000000000e+00,-5.122048819527802443e-01,-6.666666666666666297e-01
-5.620000000000000551e-01,1.000000000000000000e+00,-4.961984793917561531e-01,-6.666666666666666297e-01
-5.600000000000000533e-01,1.000000000000000000e+00,-4.801920768307316734e-01,-6.666666666666666297e-01
-5.580000000000000515e-01,1.000000000000000000e+00,-4.641856742697071936e-01,-6.666666666666666297e-01
-5.560000000000000497e-01,1.000000000000000000e+00,-4.481792717086827138e-01,-6.666666666666666297e-01
-5.540000000000000480e-01,1.000000000000000000e+00,-4.321728691476587336e-01,-6.666666666666666297e-01
-5.520000000000000462e-01,1.000000000000000000e+00,-4.161664665866342538e-01,-6.666666666666666297e-01
-5.500000000000000444e-01,1.000000000000000000e+00,-4.001600640256097186e-01,-6.666666666666666297e-01
-5.480000000000000426e-01,1.000000000000000000e+00,-3.841536614645852388e-01,-6.666666666666666297e-01
-5.460000000000000409e-01,1.000000000000000000e+00,-3.681472589035612586e-01,-6.666666666666666297e-01
-5.440000000000000391e-01,1.000000000000000000e+00,-3.521408563425367788e-01,-6.666666666666666297e-01
-5.420000000000000373e-01,1.000000000000000000e+00,-3.361344537815122990e-01,-6.666666666666666297e-01
-5.400000000000000355e-01,1.000000000000000000e+00,-3.201280512204878193e-01,-6.666666666666666297e-01
-5.380000000000000338e-01,1.000000000000000000e+00,-3.041216486594638391e-01,-6.666666666666666297e-01
-5.360000000000000320e-01,1.000000000000000000e+00,-2.881152460984393593e-01,-6.666666666666666297e-01
-5.340000000000000302e-01,1.000000000000000000e+00,-2.721088435374148240e-01,-6.666666666666666297e-01
-5.320000000000000284e-01,1.000000000000000000e+00,-2.561024409763903442e-01,-6.666666666666666297e-01
-5.300000000000000266e-01,1.000000000000000000e+00,-2.400960384153658367e-01,-6.666666666666666297e-01
-5.280000000000000249e-01,1.000000000000000000e+00,-2.240896358543418565e-01,-6.666666666666666297e-01
-5.260000000000000231e-01,1.000000000000000000e+00,-2.080832332933173767e-01,-6.666666666666666297e-01
-5.240000000000000213e-01,1.000000000000000000e+00,-1.920768307322928692e-01,-6.666666666666666297e-01
-5.220000000000000195e-01,1.000000000000000000e+00,-1.760704281712683894e-01,-6.666666666666666297e-01
-5.200000000000000178e-01,1.000000000000000000e+00,-1.600640256102444092e-01,-6.666666666666666297e-01
-5.180000000000000160e-01,1.000000000000000000e+00,-1.440576230492199294e-01,-6.666666666666666297e-01
-5.160000000000000142e-01,1.000000000000000000e+00,-1.280512204881954219e-01,-6.666666666666666297e-01
-5.140000000000000124e-01,1.000000000000000000e+00,-1.120448179271709283e-01,-6.666666666666666297e-01
-5.120000000000000107e-01,1.000000000000000000e+00,-9.603841536614694807e-02,-6.666666666666666297e-01
-5.100000000000000089e-01,1.000000000000000000e+00,-8.003201280512245441e-02,-6.666666666666666297e-01
-5.080000000000000071e-01,1.000000000000000000e+00,-6.402561024409796075e-02,-6.666666666666666297e-01
-5.060000000000000053e-01,1.000000000000000000e+00,-4.801920768307347404e-02,-6.666666666666666297e-01
-5.040000000000000036e-01,1.000000000000000000e+00,-3.201280512204948692e-02,-6.666666666666666297e-01
-5.020000000000000018e-01,1.000000000000000000e+00,-1.600640256102499673e-02,-6.666666666666666297e-01
-5.000000000000000000e-01,1.000000000000000000e+00,-5.050730085448638131e-16,-6.666666666666666297e-01
-4.979999999999999982e-01,1.000000000000000000e+00,1.600640256102398712e-02,-6.666666666666666297e-01
-4.959999999999999964e-01,1.000000000000000000e+00,3.201280512204848078e-02,-6.666666666666666297e-01
-4.939999999999999947e-01,1.000000000000000000e+00,4.801920768307246096e-02,-6.666666666666666297e-01
-4.919999999999999929e-01,1.000000000000000000e+00,6.402561024409696155e-02,-6.666666666666666297e-01
-4.899999999999999911e-01,1.000000000000000000e+00,8.003201280512144133e-02,-6.666666666666666297e-01
-4.879999999999999893e-01,1.000000000000000000e+00,9.603841536614593499e-02,-6.666666666666666297e-01
-4.859999999999999876e-01,1.000000000000000000e+00,1.120448179271699152e-01,-6.666666666666666297e-01
-4.839999999999999858e-01,1.000000000000000000e+00,1.280512204881944227e-01,-6.666666666666666297e-01
-4.819999999999999840e-01,1.000000000000000000e+00,1.440576230492189025e-01,-6.666666666666666297e-01
-4.799999999999999822e-01,1.000000000000000000e+00,1.600640256102434100e-01,-6.666666666666666297e-01
-4.779999999999999805e-01,1.000000000000000000e+00,1.760704281712673902e-01,-6.666666666666666297e-01
-4.759999999999999787e-01,1.000000000000000000e+00,1.920768307322918700e-01,-6.666666666666666297e-01
-4.739999999999999769e-01,1.000000000000000000e+00,2.080832332933163498e-01,-6.666666666666666297e-01
-4.719999999999999751e-01,1.000000000000000000e+00,2.240896358543408573e-01,-6.666666666666666297e-01
-4.699999999999999734e-01,1.000000000000000000e+00,2.400960384153648375e-01,-6.666666666666666297e-01
-4.679999999999999716e-01,1.000000000000000000e+00,2.561024409763893450e-01,-6.666666666666666297e-01
-4.659999999999999698e-01,1.000000000000000000e+00,2.721088435374138248e-01,-6.666666666666666297e-01
-4.639999999999999680e-01,1.000000000000000000e+00,2.881152460984383046e-01,-6.666666666666666297e-01
-4.619999999999999662e-01,1.000000000000000000e+00,3.041216486594627844e-01,-6.666666666666666297e-01
-4.599999999999999645e-01,1.000000000000000000e+00,3.201280512204868200e-01,-6.666666666666666297e-01
-4.579999999999999627e-01,1.000000000000000000e+00,3.361344537815112998e-01,-6.666666666666666297e-01
