Input_Voltage,Digital_Output
-8.172936003908157776e-01,1.365000000000000000e+03
-8.163165608207132440e-01,1.365000000000000000e+03
-8.153395212506107104e-01,1.365000000000000000e+03
-8.143624816805080657e-01,1.365000000000000000e+03
-8.133854421104054211e-01,1.365000000000000000e+03
-8.124084025403028875e-01,1.365000000000000000e+03
-8.114313629702003539e-01,1.365000000000000000e+03
-8.104543234000977092e-01,1.365000000000000000e+03
-8.094772838299950646e-01,1.365000000000000000e+03
-8.085002442598925310e-01,1.365000000000000000e+03
-8.075232046897899973e-01,1.365000000000000000e+03
-8.065461651196873527e-01,1.365000000000000000e+03
-8.055691255495847081e-01,1.365000000000000000e+03
-8.045920859794821745e-01,1.365000000000000000e+03
-8.036150464093796408e-01,1.365000000000000000e+03
-8.026380068392769962e-01,1.365000000000000000e+03
-8.016609672691743516e-01,1.365000000000000000e+03
-8.006839276990718179e-01,1.365000000000000000e+03
-7.997068881289692843e-01,1.365000000000000000e+03
-7.987298485588666397e-01,1.365000000000000000e+03
-7.977528089887639950e-01,1.365000000000000000e+03
-7.967757694186614614e-01,1.365000000000000000e+03
-7.957987298485589278e-01,1.365000000000000000e+03
-7.948216902784562832e-01,1.365000000000000000e+03
-7.938446507083536385e-01,1.365000000000000000e+03
-7.928676111382511049e-01,1.365000000000000000e+03
-7.918905715681485713e-01,1.365000000000000000e+03
-7.909135319980459267e-01,1.365000000000000000e+03
-7.899364924279432820e-01,1.365000000000000000e+03
-7.889594528578407484e-01,1.365000000000000000e+03
-7.879824132877382148e-01,1.365000000000000000e+03
-7.870053737176355702e-01,1.365000000000000000e+03
-7.860283341475329255e-01,1.365000000000000000e+03
-7.850512945774303919e-01,1.365000000000000000e+03
-7.840742550073278583e-01,1.365000000000000000e+03
-7.830972154372252136e-01,1.365000000000000000e+03
-7.821201758671225690e-01,1.365000000000000000e+03
-7.811431362970200354e-01,1.365000000000000000e+03
-7.801660967269175018e-01,1.365000000000000000e+03
-7.791890571568148571e-01,1.365000000000000000e+03
-7.782120175867122125e-01,1.365000000000000000e+03
-7.772349780166096789e-01,1.365000000000000000e+03
-7.762579384465071453e-01,1.365000000000000000e+03
-7.752808988764045006e-01,1.365000000000000000e+03
-7.743038593063018560e-01,1.365000000000000000e+03
-7.733268197361993224e-01,1.365000000000000000e+03
-7.723497801660967887e-01,1.365000000000000000e+03
-7.713727405959941441e-01,1.365000000000000000e+03
-7.703957010258914995e-01,1.365000000000000000e+03
-7.694186614557889659e-01,1.365000000000000000e+03
-7.684416218856864322e-01,1.365000000000000000e+03
-7.674645823155837876e-01,1.365000000000000000e+03
-7.664875427454811430e-01,1.365000000000000000e+03
-7.655105031753786093e-01,1.365000000000000000e+03
-7.645334636052760757e-01,1.365000000000000000e+03
-7.635564240351734311e-01,1.365000000000000000e+03
-7.625793844650707864e-01,1.365000000000000000e+03
-7.616023448949682528e-01,1.365000000000000000e+03
-7.606253053248657192e-01,1.365000000000000000e+03
-7.596482657547630746e-01,1.365000000000000000e+03
-7.586712261846604299e-01,1.365000000000000000e+03
-7.576941866145578963e-01,1.365000000000000000e+03
-7.567171470444553627e-01,1.365000000000000000e+03
-7.557401074743527181e-01,1.365000000000000000e+03
-7.547630679042500734e-01,1.365000000000000000e+03
-7.537860283341475398e-01,1.365000000000000000e+03
-7.528089887640450062e-01,1.365000000000000000e+03
-7.518319491939423616e-01,1.365000000000000000e+03
-7.508549096238397169e-01,1.365000000000000000e+03
-7.498778700537371833e-01,2.389000000000000000e+03
-7.489008304836346497e-01,2.645000000000000000e+03
-7.479237909135320050e-01,2.709000000000000000e+03
-7.469467513434293604e-01,2.725000000000000000e+03
-7.459697117733268268e-01,2.729000000000000000e+03
-7.449926722032242932e-01,2.730000000000000000e+03
-7.440156326331216485e-01,2.730000000000000000e+03
-7.430385930630190039e-01,2.730000000000000000e+03
-7.420615534929164703e-01,2.730000000000000000e+03
-7.410845139228139367e-01,2.730000000000000000e+03
-7.401074743527112920e-01,2.730000000000000000e+03
-7.391304347826086474e-01,2.730000000000000000e+03
-7.381533952125061138e-01,2.730000000000000000e+03
-7.371763556424035801e-01,2.730000000000000000e+03
-7.361993160723009355e-01,2.730000000000000000e+03
-7.352222765021982909e-01,2.730000000000000000e+03
-7.342452369320957573e-01,2.730000000000000000e+03
-7.332681973619932236e-01,2.730000000000000000e+03
-7.322911577918905790e-01,2.730000000000000000e+03
-7.313141182217879344e-01,2.730000000000000000e+03
-7.303370786516854007e-01,2.730000000000000000e+03
-7.293600390815828671e-01,2.730000000000000000e+03
-7.283829995114802225e-01,2.730000000000000000e+03
-7.274059599413775778e-01,2.730000000000000000e+03
-7.264289203712750442e-01,2.730000000000000000e+03
-7.254518808011725106e-01,2.730000000000000000e+03
-7.244748412310698660e-01,2.730000000000000000e+03
-7.234978016609672213e-01,2.730000000000000000e+03
-7.225207620908646877e-01,2.730000000000000000e+03
-7.215437225207621541e-01,2.730000000000000000e+03
-7.205666829506595095e-01,2.730000000000000000e+03
-7.195896433805568648e-01,2.730000000000000000e+03
-7.186126038104543312e-01,2.730000000000000000e+03
-7.176355642403517976e-01,2.730000000000000000e+03
-7.166585246702491530e-01,2.730000000000000000e+03
-7.156814851001465083e-01,2.730000000000000000e+03
-7.147044455300439747e-01,2.730000000000000000e+03
-7.137274059599414411e-01,2.730000000000000000e+03
-7.127503663898387964e-01,2.730000000000000000e+03
-7.117733268197361518e-01,2.730000000000000000e+03
-7.107962872496336182e-01,2.730000000000000000e+03
-7.098192476795310846e-01,2.730000000000000000e+03
-7.088422081094284399e-01,2.730000000000000000e+03
-7.078651685393257953e-01,2.730000000000000000e+03
-7.068881289692232617e-01,2.730000000000000000e+03
-7.059110893991207281e-01,2.730000000000000000e+03
-7.049340498290180834e-01,2.730000000000000000e+03
-7.039570102589154388e-01,2.730000000000000000e+03
-7.029799706888129052e-01,2.730000000000000000e+03
-7.020029311187103715e-01,2.730000000000000000e+03
-7.010258915486077269e-01,2.730000000000000000e+03
-7.000488519785050823e-01,2.730000000000000000e+03
-6.990718124084025487e-01,2.730000000000000000e+03
-6.980947728383000150e-01,2.730000000000000000e+03
-6.971177332681973704e-01,2.730000000000000000e+03
-6.961406936980947258e-01,2.730000000000000000e+03
-6.951636541279921921e-01,2.730000000000000000e+03
-6.941866145578896585e-01,2.730000000000000000e+03
-6.932095749877870139e-01,2.730000000000000000e+03
-6.922325354176843692e-01,2.730000000000000000e+03
-6.912554958475818356e-01,2.730000000000000000e+03
-6.902784562774793020e-01,2.730000000000000000e+03
-6.893014167073766574e-01,2.730000000000000000e+03
-6.883243771372740127e-01,2.730000000000000000e+03
-6.873473375671714791e-01,2.730000000000000000e+03
-6.863702979970689455e-01,2.730000000000000000e+03
-6.853932584269663009e-01,2.730000000000000000e+03
-6.844162188568636562e-01,2.730000000000000000e+03
-6.834391792867611226e-01,2.730000000000000000e+03
-6.824621397166585890e-01,2.730000000000000000e+03
-6.814851001465559444e-01,2.730000000000000000e+03
-6.805080605764532997e-01,2.730000000000000000e+03
-6.795310210063507661e-01,2.730000000000000000e+03
-6.785539814362482325e-01,2.730000000000000000e+03
-6.775769418661455878e-01,2.730000000000000000e+03
-6.765999022960429432e-01,2.730000000000000000e+03
-6.756228627259404096e-01,2.730000000000000000e+03
-6.746458231558378760e-01,2.730000000000000000e+03
-6.736687835857352313e-01,2.730000000000000000e+03
-6.726917440156325867e-01,2.730000000000000000e+03
-6.717147044455300531e-01,2.730000000000000000e+03
-6.707376648754275195e-01,2.730000000000000000e+03
-6.697606253053248748e-01,2.730000000000000000e+03
-6.687835857352222302e-01,2.730000000000000000e+03
-6.678065461651196966e-01,2.730000000000000000e+03
-6.668295065950171630e-01,2.730000000000000000e+03
-6.658524670249145183e-01,2.730000000000000000e+03
-6.648754274548118737e-01,2.730000000000000000e+03
-6.638983878847093401e-01,2.730000000000000000e+03
-6.629213483146068064e-01,2.730000000000000000e+03
-6.619443087445041618e-01,2.730000000000000000e+03
-6.609672691744015172e-01,2.730000000000000000e+03
-6.599902296042989835e-01,2.730000000000000000e+03
-6.590131900341964499e-01,2.730000000000000000e+03
-6.580361504640938053e-01,2.730000000000000000e+03
-6.570591108939911607e-01,2.730000000000000000e+03
-6.560820713238886270e-01,2.730000000000000000e+03
-6.551050317537860934e-01,2.730000000000000000e+03
-6.541279921836834488e-01,2.730000000000000000e+03
-6.531509526135808041e-01,2.730000000000000000e+03
-6.521739130434782705e-01,2.730000000000000000e+03
-6.511968734733757369e-01,2.730000000000000000e+03
-6.502198339032730923e-01,2.730000000000000000e+03
-6.492427943331704476e-01,2.730000000000000000e+03
-6.482657547630679140e-01,2.730000000000000000e+03
-6.472887151929653804e-01,2.730000000000000000e+03
-6.463116756228627358e-01,2.730000000000000000e+03
-6.453346360527600911e-01,2.730000000000000000e+03
-6.443575964826575575e-01,2.730000000000000000e+03
-6.433805569125550239e-01,2.730000000000000000e+03
-6.424035173424523792e-01,2.730000000000000000e+03
-6.414264777723497346e-01,2.730000000000000000e+03
-6.404494382022472010e-01,2.730000000000000000e+03
-6.394723986321446674e-01,2.730000000000000000e+03
-6.384953590620420227e-01,2.730000000000000000e+03
-6.375183194919393781e-01,2.730000000000000000e+03
-6.365412799218368445e-01,2.730000000000000000e+03
-6.355642403517343109e-01,2.730000000000000000e+03
-6.345872007816316662e-01,2.730000000000000000e+03
-6.336101612115290216e-01,2.730000000000000000e+03
-6.326331216414264880e-01,2.730000000000000000e+03
-6.316560820713239544e-01,2.730000000000000000e+03
-6.306790425012213097e-01,2.730000000000000000e+03
-6.297020029311186651e-01,2.730000000000000000e+03
-6.287249633610161315e-01,2.730000000000000000e+03
-6.277479237909135978e-01,2.730000000000000000e+03
-6.267708842208109532e-01,2.730000000000000000e+03
-6.257938446507083086e-01,2.730000000000000000e+03
-6.248168050806057749e-01,2.730000000000000000e+03
-6.238397655105032413e-01,2.730000000000000000e+03
-6.228627259404005967e-01,2.730000000000000000e+03
-6.218856863702979521e-01,2.730000000000000000e+03
-6.209086468001954184e-01,2.730000000000000000e+03
-6.199316072300928848e-01,2.730000000000000000e+03
-6.189545676599902402e-01,2.730000000000000000e+03
-6.179775280898875955e-01,2.730000000000000000e+03
-6.170004885197850619e-01,2.730000000000000000e+03
-6.160234489496825283e-01,2.730000000000000000e+03
-6.150464093795798837e-01,2.730000000000000000e+03
-6.140693698094772390e-01,2.730000000000000000e+03
-6.130923302393747054e-01,2.730000000000000000e+03
-6.121152906692721718e-01,2.730000000000000000e+03
-6.111382510991695272e-01,2.730000000000000000e+03
-6.101612115290668825e-01,2.730000000000000000e+03
-6.091841719589643489e-01,2.730000000000000000e+03
-6.082071323888618153e-01,2.730000000000000000e+03
-6.072300928187591706e-01,2.730000000000000000e+03
-6.062530532486565260e-01,2.730000000000000000e+03
-6.052760136785539924e-01,2.730000000000000000e+03
-6.042989741084514588e-01,2.730000000000000000e+03
-6.033219345383488141e-01,2.730000000000000000e+03
-6.023448949682461695e-01,2.730000000000000000e+03
-6.013678553981436359e-01,2.730000000000000000e+03
-6.003908158280411023e-01,2.730000000000000000e+03
-5.994137762579384576e-01,2.730000000000000000e+03
-5.984367366878358130e-01,2.730000000000000000e+03
-5.974596971177332794e-01,2.730000000000000000e+03
-5.964826575476307458e-01,2.730000000000000000e+03
-5.955056179775281011e-01,2.730000000000000000e+03
-5.945285784074254565e-01,2.730000000000000000e+03
-5.935515388373229229e-01,2.730000000000000000e+03
-5.925744992672203892e-01,2.730000000000000000e+03
-5.915974596971177446e-01,2.730000000000000000e+03
-5.906204201270151000e-01,2.730000000000000000e+03
-5.896433805569125663e-01,2.730000000000000000e+03
-5.886663409868100327e-01,2.730000000000000000e+03
-5.876893014167073881e-01,2.730000000000000000e+03
-5.867122618466047435e-01,2.730000000000000000e+03
-5.857352222765022098e-01,2.730000000000000000e+03
-5.847581827063996762e-01,2.730000000000000000e+03
-5.837811431362970316e-01,2.730000000000000000e+03
-5.828041035661943869e-01,2.730000000000000000e+03
-5.818270639960918533e-01,2.730000000000000000e+03
-5.808500244259893197e-01,2.730000000000000000e+03
-5.798729848558866751e-01,2.730000000000000000e+03
-5.788959452857840304e-01,2.730000000000000000e+03
-5.779189057156814968e-01,2.730000000000000000e+03
-5.769418661455789632e-01,2.730000000000000000e+03
-5.759648265754763186e-01,2.730000000000000000e+03
-5.749877870053736739e-01,2.730000000000000000e+03
-5.740107474352711403e-01,2.730000000000000000e+03
-5.730337078651686067e-01,2.730000000000000000e+03
-5.720566682950659620e-01,2.730000000000000000e+03
-5.710796287249633174e-01,2.730000000000000000e+03
-5.701025891548607838e-01,2.730000000000000000e+03
-5.691255495847582502e-01,2.730000000000000000e+03
-5.681485100146556055e-01,2.730000000000000000e+03
-5.671714704445529609e-01,2.730000000000000000e+03
-5.661944308744504273e-01,2.730000000000000000e+03
-5.652173913043478937e-01,2.730000000000000000e+03
-5.642403517342452490e-01,2.730000000000000000e+03
-5.632633121641426044e-01,2.730000000000000000e+03
-5.622862725940400708e-01,2.730000000000000000e+03
-5.613092330239375372e-01,2.730000000000000000e+03
-5.603321934538348925e-01,2.730000000000000000e+03
-5.593551538837322479e-01,2.730000000000000000e+03
-5.583781143136297143e-01,2.730000000000000000e+03
-5.574010747435271806e-01,2.730000000000000000e+03
-5.564240351734245360e-01,2.730000000000000000e+03
-5.554469956033218914e-01,2.730000000000000000e+03
-5.544699560332193577e-01,2.730000000000000000e+03
-5.534929164631168241e-01,2.730000000000000000e+03
-5.525158768930141795e-01,2.730000000000000000e+03
-5.515388373229115349e-01,2.730000000000000000e+03
-5.505617977528090012e-01,2.730000000000000000e+03
-5.495847581827064676e-01,2.730000000000000000e+03
-5.486077186126038230e-01,2.730000000000000000e+03
-5.476306790425011783e-01,2.730000000000000000e+03
-5.466536394723986447e-01,2.730000000000000000e+03
-5.456765999022961111e-01,2.730000000000000000e+03
-5.446995603321934665e-01,2.730000000000000000e+03
-5.437225207620908218e-01,2.730000000000000000e+03
-5.427454811919882882e-01,2.730000000000000000e+03
-5.417684416218857546e-01,2.730000000000000000e+03
-5.407914020517831100e-01,2.730000000000000000e+03
-5.398143624816804653e-01,2.730000000000000000e+03
-5.388373229115779317e-01,2.730000000000000000e+03
-5.378602833414753981e-01,2.730000000000000000e+03
-5.368832437713727535e-01,2.730000000000000000e+03
-5.359062042012701088e-01,2.730000000000000000e+03
-5.349291646311675752e-01,2.730000000000000000e+03
-5.339521250610650416e-01,2.730000000000000000e+03
-5.329750854909623969e-01,2.730000000000000000e+03
-5.319980459208597523e-01,2.730000000000000000e+03
-5.310210063507572187e-01,2.730000000000000000e+03
-5.300439667806546851e-01,2.730000000000000000e+03
-5.290669272105520404e-01,2.730000000000000000e+03
-5.280898876404493958e-01,2.730000000000000000e+03
-5.271128480703468622e-01,2.730000000000000000e+03
-5.261358085002443286e-01,2.730000000000000000e+03
-5.251587689301416839e-01,2.730000000000000000e+03
-5.241817293600390393e-01,2.730000000000000000e+03
-5.232046897899365057e-01,2.730000000000000000e+03
-5.222276502198339720e-01,2.730000000000000000e+03
-5.212506106497313274e-01,2.730000000000000000e+03
-5.202735710796286828e-01,2.730000000000000000e+03
-5.192965315095261492e-01,2.730000000000000000e+03
-5.183194919394236155e-01,2.730000000000000000e+03
-5.173424523693209709e-01,2.730000000000000000e+03
-5.163654127992183263e-01,2.730000000000000000e+03
-5.153883732291157926e-01,2.730000000000000000e+03
-5.144113336590132590e-01,2.730000000000000000e+03
-5.134342940889106144e-01,2.730000000000000000e+03
-5.124572545188079697e-01,2.730000000000000000e+03
-5.114802149487054361e-01,2.730000000000000000e+03
-5.105031753786029025e-01,2.730000000000000000e+03
-5.095261358085002579e-01,2.730000000000000000e+03
-5.085490962383976132e-01,2.730000000000000000e+03
-5.075720566682950796e-01,2.730000000000000000e+03
-5.065950170981925460e-01,2.730000000000000000e+03
-5.056179775280899014e-01,2.730000000000000000e+03
-5.046409379579872567e-01,2.730000000000000000e+03
-5.036638983878847231e-01,2.730000000000000000e+03
-5.026868588177821895e-01,2.730000000000000000e+03
-5.017098192476795449e-01,2.730000000000000000e+03
-5.007327796775769002e-01,2.730000000000000000e+03
-4.997557401074743666e-01,2.730000000000000000e+03
-4.987787005373718330e-01,2.730000000000000000e+03
-4.978016609672691883e-01,2.730000000000000000e+03
-4.968246213971665437e-01,2.730000000000000000e+03
-4.958475818270640101e-01,2.730000000000000000e+03
-4.948705422569614765e-01,2.730000000000000000e+03
-4.938935026868588318e-01,2.730000000000000000e+03
-4.929164631167561872e-01,2.730000000000000000e+03
-4.919394235466536536e-01,2.730000000000000000e+03
-4.909623839765511200e-01,2.730000000000000000e+03
-4.899853444064484753e-01,2.730000000000000000e+03
-4.890083048363458307e-01,2.730000000000000000e+03
-4.880312652662432971e-01,2.730000000000000000e+03
-4.870542256961407634e-01,2.730000000000000000e+03
-4.860771861260381188e-01,2.730000000000000000e+03
-4.851001465559354742e-01,2.730000000000000000e+03
-4.841231069858329406e-01,2.730000000000000000e+03
-4.831460674157304069e-01,2.730000000000000000e+03
-4.821690278456277623e-01,2.730000000000000000e+03
-4.811919882755251177e-01,2.730000000000000000e+03
-4.802149487054225840e-01,2.730000000000000000e+03
-4.792379091353200504e-01,2.730000000000000000e+03
-4.782608695652174058e-01,2.730000000000000000e+03
-4.772838299951147611e-01,2.730000000000000000e+03
-4.763067904250122275e-01,2.730000000000000000e+03
-4.753297508549096939e-01,2.730000000000000000e+03
-4.743527112848070493e-01,2.730000000000000000e+03
-4.733756717147044046e-01,2.730000000000000000e+03
-4.723986321446018710e-01,2.730000000000000000e+03
-4.714215925744993374e-01,2.730000000000000000e+03
-4.704445530043966928e-01,2.730000000000000000e+03
-4.694675134342940481e-01,2.730000000000000000e+03
-4.684904738641915145e-01,2.730000000000000000e+03
-4.675134342940889809e-01,2.730000000000000000e+03
-4.665363947239863363e-01,2.730000000000000000e+03
-4.655593551538836916e-01,2.730000000000000000e+03
-4.645823155837811580e-01,2.730000000000000000e+03
-4.636052760136786244e-01,2.730000000000000000e+03
-4.626282364435759797e-01,2.730000000000000000e+03
-4.616511968734733351e-01,2.730000000000000000e+03
-4.606741573033708015e-01,2.730000000000000000e+03
-4.596971177332682679e-01,2.730000000000000000e+03
-4.587200781631656232e-01,2.730000000000000000e+03
-4.577430385930629786e-01,2.730000000000000000e+03
-4.567659990229604450e-01,2.730000000000000000e+03
-4.557889594528579114e-01,2.730000000000000000e+03
